Name,Comment,Time,Likes,Reply Count
Eboni Calbert,"I've lost a lot of trades, trading myself.",2021-05-19T05:53:06Z,0,
Smith Willison,"@Fred Bailey Have never seen any of her clients complain, any plain of loss.",2021-05-19T05:51:30Z,0,
Fred Bailey,@Carson Cordelli I have been getting some many recommendation about Mrs Bella from friends here on YouTube and some other platforms. Her strategy must be good for people to testify so much about her?,2021-05-19T05:50:45Z,0,
Carson Cordelli,"My first investment with Mrs Bella earned me  profits of over $24,320 US dollars even since then she has been delivering.",2021-05-19T05:49:55Z,0,
Oscar Kelly,"Bitcoin is the feature, investing in it now is the wisest thing to do now. Especially the current rise.",2021-05-19T05:48:06Z,0,
Dan Hanson,Literally making £8000 on every £1000  invested in a space of 1week 4days from Bella isn't that mind blowing?,2021-05-19T05:47:27Z,0,
Smith Willison,@Alan Fuller that was my case till I came across Bella,2021-05-19T04:01:35Z,0,
Alan Fuller,"Investing in cryptocurrency was fun till looses came in, couldn't figure out what I was doing wrong, till I lost all my money.",2021-05-19T03:58:49Z,0,
Smith Willison,"@James Marcus That's true, most people today has been having a lot of failure in forex and crypto sector because of poor orientation and lack of experience.",2021-05-19T03:57:57Z,0,
James Marcus,"Choosing to invest in bitcoin s the best decision anyone can make with the right approach, it works.",2021-05-19T03:57:22Z,0,
Chris Davis,"Cryptocurrency and Forex trading is a big chance to make money nowadays. if you can't see that at this point in time, learn more about it.",2021-05-19T03:56:41Z,0,
Sam D,"They still flavor it with coca leaf but they claim they remove all the cocaine.  They own a shell company that has one of the only licenses in the US that gives permission to import coca.  Before you tell me, I'm wrong you should check wikipedia, google, etc and recognize they import Coke syrup from Barbados which is in between Venezuela/ Colombia and Atlanta.",2021-05-19T03:42:27Z,0,0
Kaia Os̈hné,Coca leaves does not equal cocaine.,2021-05-19T03:26:29Z,0,0
d n,They should lead the way to solving the  plastic problem,2021-05-19T02:52:10Z,1,0
FIFII,Coca Cola bought Costa Coffee? Damn,2021-05-19T02:41:00Z,0,0
Mecha Jay,I'm more of a Pepsi-Sprite Guy,2021-05-19T00:47:00Z,1,0
Jukka Miettinen,https://youtu.be/Ie75fYoNkDE,2021-05-18T18:09:30Z,0,0
jt martin,I'm a very loyal coke customer. I drink a two liter a day by myself. I'm gonna die 😂😂,2021-05-18T18:06:10Z,1,1
Butrus Damaskus,Good luck to your liver...,2021-05-19T10:32:37Z,0,
HoaX,Coca Cola family babyy 🔥💯,2021-05-18T17:27:55Z,0,0
Jasmine Hendley,You can’t tell me that coke isn’t still in Coca-Cola products😭,2021-05-18T17:16:52Z,2,1
Rey Bingochea,Agreed Jasmine!!! 💯,2021-05-27T17:31:41Z,1,
ALMIGHTY KCLAYTOVEN,https://youtube.com/channel/UCzUpuFvzRZH8K6E53OmA8cw,2021-05-18T16:19:38Z,0,0
Dumiso Siwawa,"If you're a business student, CNBC should be your second friend alongside books. Exceptional content",2021-05-18T15:18:35Z,81,1
Canvas,Cnbc is not a good source for education! Its only entertainment,2021-11-22T17:18:06Z,1,
Overseers Guardian,Coca-Cola is pro Marxism,2021-05-18T14:51:15Z,0,0
Xa!,I moved to cheaper “cola” drinks a long time ago...I can buy 4 bottles for the price of 1 “Coca-Cola”,2021-05-18T14:02:15Z,1,0
Wayne Schug,I stopped buying Coca-Cola.. Globalist AntiAmerican AntiFreedom! Hate them! Want World Order !,2021-05-18T13:51:02Z,1,0
Olivia O,"Would love to see Coke hire some undocumented workers, given that they tend to work the hardest and prove that they belong in America, the greatest country in the world.",2021-05-18T13:44:29Z,1,0
jantro tasecsy,"coke dose not really dominate the market, it's just what they want us to think",2021-05-18T13:21:32Z,0,0
jeffrey wolf,The stuff is toxic it's Thrift rust off of Rusty's items like nuts bolts pots pans Etc. Pour some on the ground and see what it does and then imagine what it's doing inside your stomach. At one time I was so hooked on that garbage I was drinking at least a six pack a day. So glad I got away from that have it. Because it didn't make me less thirsty it made me more thirsty,2021-05-18T13:21:12Z,2,2
jeffrey wolf,@travis clark sadly I know all about the acid in our stomachs. I have no large intestine due to colitis now I have Colitis and Crohn's. And what happens is your large intestine takes out 80% or more of the water you Body Kneads and also removes a lot of the stomach acid. Without that the stomach acid is a hundred times stronger and deteriorates the skin very quickly. You find out really quickly how much you need major organs once one is removed :(,2021-07-08T14:24:34Z,0,
travis clark,"It made you thirsty because your body had to process all that extra sugar in your system, which uses water to do so, less water than is in the actual can of soda. Acid is always in your stomach its not your stomach that takes the brunt on the damage it's your teeth(from the acid and from sugar causing bacteria to thrive on them, thus making them decay faster) and your pancreas (overload of sugar daily will make you overweight and put you at a huge risk for diabetes).",2021-07-08T08:42:16Z,1,
Robert Emily,Soon Coca-Cola companies will be accepting bitcoin as a means of payment. Bitcoin is really world changing business,2021-05-18T13:20:30Z,55,30
Carlos antonio,@Kelvin Liu Big thanks to Mrs Steph Chipres for what God has been using her to do financially,2021-05-18T14:26:32Z,0,
Kelvin Liu,"@Emerald Mich she does, i guess her trading habits was God sent because she's always active on duties",2021-05-18T14:25:24Z,0,
Robert Elisa,@Peter Jackson Does she offer mentorship while helping you trade?,2021-05-18T14:23:47Z,0,
Peter Jackson,God works in ways humans can't imagine. Mrs Steph Chipres is a goddess of forex and bitcoin trading. I make cool withdrawal of $9400 on my first trade and it was mind blowing,2021-05-18T14:22:58Z,0,
Peter Jackson,@Jennifer Wesley she gives the best and calm explanation on trading,2021-05-18T14:21:22Z,0,
Jennifer Wesley,She's giving me good response on how to get started,2021-05-18T14:20:30Z,0,
Jennifer Wesley,+ 4 4 7 8 6 8 7 4 6 3 8 3,2021-05-18T14:20:14Z,0,
Jennifer Wesley,@Coin Bureau i just contacted her through the number below,2021-05-18T14:19:15Z,0,
Coin Bureau,@Alex Andrew You deposit in bitcoin because she trades bitcoin and forex. That's the more reason you should contact her to know how to go about it,2021-05-18T14:16:15Z,0,
Alex Andrew,@Emerald Mich Also can I deposit in bitcoin because I don't have cash,2021-05-18T14:15:37Z,0,
Emerald Mich,What is the minimum amount to start?,2021-05-18T14:12:51Z,0,
Emerald Mich,"@Tomoko Mayeda Much testimonies everywhere about Mrs Steph Chipres, I don't know her but her name on trading really shows she's after making people happy",2021-05-18T14:12:18Z,0,
Tomoko Mayeda,I never had the mindset that bitcoin and forex trading is this profitable until Mrs Steph Chipres cleared my doubt,2021-05-18T14:10:41Z,0,
Mark William,"Mrs Steph Chipres helped me recover all my losses, now I'm making cool profits",2021-05-18T14:08:15Z,0,
Mark William,"@Lorenzo juan 
 i have lost on Forex trading a lot of times, I mean many times even at a little lots sizes. I also ran broke learning how to trade and make profits from forex trading.",2021-05-18T14:06:26Z,0,
Lorenzo juan,"Have heard and read a lot about Mrs Steph Chipres,. How much do I need to get started? And what are the procedures?",2021-05-18T14:04:53Z,0,
Coin Bureau,@Mark Olivia That's her Number,2021-05-18T14:03:48Z,0,
Mark Olivia,@Marc schodl + 4 4 7 8 6 8 7 4 6 3 8 3,2021-05-18T14:03:00Z,0,
Marc schodl,"@Coin Bureau Please i need to get started, any means of reaching her",2021-05-18T14:00:41Z,0,
Coin Bureau,"@Emma Scott Mrs Steph Chipres is presently outstanding, she's a mentor and a mother to many, she got the best to deliver",2021-05-18T13:57:56Z,0,
Emma Scott,@Birgit Kelle Trading is not easy but Mrs Steph Chipres has really made it very easy at a little cost,2021-05-18T13:47:21Z,0,
Birgit Kelle,"@Lewis Walker If you're scared of losing, you won't have the mindset of winning. Bitcoin has helped families that's why I want to get started",2021-05-18T13:46:19Z,0,
Lewis Walker,@Jennifer CampbellI'm always scared of losing and that's like a big set back for me.,2021-05-18T13:45:38Z,0,
Jennifer Campbell,@Coin Bureau Please any good recommendation on how to get started I'm really interested,2021-05-18T13:43:29Z,0,
Coin Bureau,"@Mark Olivia Don't miss out in this opportunity of purchasing bitcoin, Elon Musk is trying to revert his decision on accepting bitcoin and that will boom the price of bitcoin.",2021-05-18T13:35:24Z,0,
Mark Olivia,I'm a testimony with the help of a bitcoin Miner Mrs Steph Chipres,2021-05-18T13:31:07Z,0,
Mark Olivia,@Stephen King Bitcoin have changed people's financial status for good,2021-05-18T13:25:16Z,0,
Stephen King,Bitcoin is been my only source of income for more than 5 years now,2021-05-18T13:24:11Z,0,
Stephen King,@Kelvin Liu It's funny but no doubt about that bitcoin bitcoin has proven that it's the source of riches to entrepreneurs,2021-05-18T13:23:40Z,0,
Kelvin Liu,🤣🤣😂🤣😂😂😂,2021-05-18T13:22:18Z,1,
manual4life,World would be better without coke=cancer.,2021-05-18T12:20:44Z,0,0
r2dxhate,Coca Cola is the only company legally allowed to sell medical grade cocaine to big Pharma. Let that sink in.,2021-05-18T11:56:55Z,0,0
Heraldo Medrano,I don't drink coca cola.,2021-05-18T11:02:18Z,1,0
parth chaudhary,Not better than mountain 🏔 dew,2021-05-18T11:00:11Z,0,0
Frog Goes Jump,"it does cure mouth ulcers! coke, send payment via direct debit please",2021-05-18T10:30:19Z,0,0
siavash halimi,"The crooked chain hisologically wander because november focally drag aboard a healthy building. naive, hurried vietnam",2021-05-18T08:48:46Z,0,0
Ryan Sutter,"I wonder how much Don Draper ended up getting paid for that 'I'd like to buy the world a Coke."" Ad....",2021-05-18T08:46:07Z,5,0
Lee Tester,Go woke go broke.,2021-05-18T07:46:08Z,1,0
M N F,Anybody drinking coke while watching this?,2021-05-18T07:17:57Z,0,0
Drewski intergalactic,. There prices have gone up  while the demand  has gone down . They need to start using real  sugar not corn syrup and make  there soda less sweet like in Europe,2021-05-18T06:46:00Z,0,0
Alan Arzate,Just put cocaine like they used to back in the earlier 1900's that will definitely boost up sales,2021-05-18T06:41:52Z,0,0
Caren Shawnee,"The sore museum macroscopically camp because talk ethically scrape opposite a delirious improvement. staking, hypnotic saudi arabia",2021-05-18T06:41:48Z,0,0
Areas Coda,It’s crazy how an unhealthy product can be so rich,2021-05-18T06:39:55Z,1,1
AzBeast,905 of products are unhealthy,2021-05-24T13:02:49Z,0,
F C,"Multi billion dollar company and it's ""struggling""??? Cut 11% of staff? Nice",2021-05-18T06:39:19Z,0,0
Ryan Khansary,"The nondescript ankle morphologically fetch because quicksand locally bolt out a precious ghost. elegant, square judo",2021-05-18T06:01:01Z,0,0
Jon,"Neglected to mention that recycling plastic is largely a myth peddled by the likes of Coca-Cola, in reality most plastics that we think we are recycling are never actually recycled for various reasons the most egregious of which us the use of the recycling logo on items that are not actually recyclable,  the symbol with the number in the center is actually to identify the type of plastic to recyclers but the dirty secret of the plastic industry is that many of these types are not recyclable in practice.",2021-05-18T05:53:22Z,0,0
Mr. Tom,I want to hear Buffets response.,2021-05-18T05:13:22Z,0,0
Rebilionistheanswer,You by hating its customer base and wanting people to be less white? I will never drink come again.,2021-05-18T05:10:21Z,2,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:36:07Z,0,
AngelicHellSpawn Yang,I'm still saying Surge was the best,2021-05-18T04:52:14Z,1,1
travis clark,56g of sugar per 12 oz or something nuts lol,2021-07-08T08:12:58Z,0,
ricardo sanchez,Corruption,2021-05-18T04:51:05Z,0,0
rajesh azad,Coca-Cola never beat the taste or demand for Thums-up 👍 in India.,2021-05-18T04:14:37Z,0,0
Chee Hong Foong,@7.44 More than 200 countries worldwide?  LOL,2021-05-18T04:03:14Z,0,0
Scott Hullinger,"Not lately.  Coke recently discontinued a product, and nobody even took notice.  Domination?  Barely - but in a very tight circle of businesses.  Like dominating the dog food business.",2021-05-18T03:27:07Z,0,0
Tom,"""trimmed their workforce by 11%"" nice way of putting that they laid off a ton of people to save money so their shareholders and board members got their millions of dollars pay outs.",2021-05-18T02:57:10Z,46,2
Honk Honk,So you would rather have peoples retirement funds and savings disappear? Lmfao.,2021-08-15T08:04:50Z,1,
Mikolowiska Mikolowiska,You wouldst prefer the investors list thrust pensions?,2021-06-25T22:31:36Z,0,
Tdjj93,Tell them to ditch the high fructose corn syrup and use RebM!,2021-05-18T01:56:53Z,0,0
Maxwell Jacob Freedom,Disliking everything NBC for influencing blue-haired morons in 2020,2021-05-18T01:32:32Z,2,0
चाैतारी टिभी,"For all the reasons that are mentioned in the video, I stopped drinking any of their and their rivals' products more than a decade ago and it is going very well.",2021-05-18T00:23:59Z,2,0
David Roussell,LET'S GO Coca Cola!!,2021-05-17T23:39:42Z,0,0
Casey Colgan,2:49 asa candler does not look like he’s from 1888 lol,2021-05-17T23:01:47Z,0,0
kenny kennysson,"I don't drink racist cola, I drink Pepsi and Dr Pepper.",2021-05-17T22:47:08Z,1,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:36:53Z,1,
Remell Watson,PepsiCo. Dismiss coke,2021-05-17T20:58:30Z,1,0
Georgios Markakis,Drink Coke.  And release CO2 with a burp !!,2021-05-17T20:40:08Z,0,0
Blue Sky,Coca Cola employees need to be less-white. I don't like their current level of whiteness...,2021-05-17T20:38:42Z,0,0
Liuaknenone,Coca Cola sucks so does CNBC,2021-05-17T20:21:01Z,1,0
Pedro dos Santos,BUY and HOLD AMC...! (Thank me later!) 👍🏻💪🏻🙌🏻🦍🚀,2021-05-17T20:08:56Z,0,0
leaf16nut,"‘I’d like a coke, please’ 
*We don’t have coke, is Pepsi fine?*
‘Would you like your tip in Monopoly money?’",2021-05-17T19:11:15Z,2,0
benjamín saravia,Can we agree that a world without Coca-Cola will be healthier and less polluted?,2021-05-17T18:59:28Z,2,0
benjamín saravia,"Coca-Cola, please please pick up your trash",2021-05-17T18:47:20Z,0,0
Mark Brisec,Coca cola CEO sounds like that Schwartzeneger surogate from The Simpsons..,2021-05-17T18:45:34Z,1,0
Bill Y.,*Bring back the NEW Coke.* 😄😃,2021-05-17T18:08:38Z,0,0
Epicon 6,Why is the narrator talking like he has to run to the toilet but is forced to narrate this before he is allowed to go take a leak?,2021-05-17T17:13:11Z,1,0
Aaron Austrie,Coke isn't my drink 👎🏽,2021-05-17T16:40:16Z,0,0
TeamRespawn,"11:50 Ah yes: 2016, 2016, 2016, 2016, 2020",2021-05-17T16:36:45Z,0,0
Shawn Clark Live Stream,https://www.youtube.com/watch?v=IP-_NUxdI58 The Untold Story of How Coca-Cola is a Terrible Company To Work For!!!,2021-05-17T16:18:01Z,2,0
Ultra-Violet-Light Crayon,"@ ~10:50 

It wouldn't matter because it's an idea that is viable if we stay the course. Therefore, it's considered to be a development cost. That i believe would pay a dividend. We too must be balanced just as we expect our environment. Imo",2021-05-17T16:13:44Z,0,0
Scott Hill,I no longer buy coke products.,2021-05-17T16:12:33Z,1,1
Voice Of Reason,I'm with you all the way on this one!  We need to all stick together and send companies like Coke a STRONG message.  I will NOT purchase Coke products....PERIOD.,2021-05-20T05:37:54Z,0,
A Peckx,"FYI, I checked an inflation calculator and it said that $0.05USD in 1886 is equivalent to $1.47USD in 2021",2021-05-17T16:11:19Z,0,0
RockPhonic,Coke has changed in the UK. They are pushing Coke Zero. It’s kinda difficult to find normal coke over the last few months.,2021-05-17T16:10:55Z,3,1
travis clark,"i dont get the appeal of diet soda, its like non-alcoholic beer to me. just pointless, might as well just have tea at that point",2021-07-08T08:56:27Z,0,
Max Pillings,James Quincy is either a deep fake or a robot😂,2021-05-17T15:46:35Z,0,0
Ethan Bailey,"Be Less white , by coke",2021-05-17T15:33:03Z,0,0
dony dominic,"The pleasant july encouragingly laugh because tune complimentarily paint since a parsimonious opinion. hard-to-find, stiff lycra",2021-05-17T15:30:42Z,0,0
Mikel Brenn,They gonna ban white people from buying it?,2021-05-17T14:50:30Z,1,0
Marcus Coper,Are they going to stop producing so much plastic and be responsible for one which is already polluting our environment? Would they make their drinks less sugary? Once they do then we can talk about it..,2021-05-17T14:07:33Z,0,0
Joseph,SWITCHED TO PEPSI-COLA SAME INGREDIENTS AS COKE!!!🥳🥳🥳,2021-05-17T14:05:15Z,0,1
Michael Martin,Pepsi is not for Santa Claus. HO  HO   HO,2021-05-19T19:43:54Z,0,
Vikas Mehta,These products do not add any real value,2021-05-17T14:02:09Z,0,0
Michael Josias,"if they rename it to ""Cocaine-Cola"" and the company will be worth more than Apple Inc.",2021-05-17T12:55:27Z,0,0
Charles Charles,This video said nothing about why coke still dominates.,2021-05-17T12:20:06Z,1,0
chao tran,"The coordinated comma scully answer because basket sequentially ignore in a bloody plantation. womanly, rainy steven",2021-05-17T11:45:18Z,0,0
ManiKanta,I just see a video of  hell lot of lies from coke ceo 🤑🤑🤑,2021-05-17T08:53:22Z,1,0
ManiKanta,I am pretty sure These people  will not drink coke who are  coke factory workers  & office workers who know which chemicals they mix 😂😂😂,2021-05-17T08:45:18Z,0,0
ManiKanta,"ceo : We are working on marketing , ofcourse with shitry misleading ads and Innovation ? Where t f is innovation . Its same since 100 years 😂🤣🤣 pretty sure This ceo might have stopped drinking when he got to know how many chemicals they mix 🤐",2021-05-17T08:38:54Z,0,0
ManiKanta,Because people are stupid 🤣😂😂  government doesnt ban it for money even though its not good for health. Currupted world 🙌,2021-05-17T08:37:49Z,0,0
Linda McNeil,"Manufactured food like (not real food) substances and sugar are some of the worst things we could do to our bodies.  Inflammation and metabolic disease is rampant... our body regulates to 1 teaspoon of sugar a day.  Soda tends to have tons of sugar.   Children are now battling adult diseases such as fatty liver, type 2 diabetes and obesity... it is the sugar and manufactured foods.  Not to mention what industrialized foods do to the environment.  So much better to just eat and drink real food. 

Water is much healthier.",2021-05-17T07:16:40Z,1,0
XBarajasX,"Please eliminate carbonated beverages from your life, it gives zero benefits to your body and a lot to damage. Try water or natural juices with little sugar",2021-05-17T06:58:19Z,0,0
Ramiro jr Zuniga,He saying costa WRONG,2021-05-17T05:47:08Z,0,0
Summit Shrestha,Great to see Nepal in Video,2021-05-17T05:46:52Z,1,1
Keenan Colaco,Where,2021-05-18T15:55:11Z,0,
Alison Connor,"The pointless albatross technically care because loan finallly itch round a defeated fender. picayune, goofy humor",2021-05-17T05:12:20Z,0,0
Make racists afraid Again,It’s poison,2021-05-17T04:37:28Z,0,0
The Ethicist Philosophy Show,Damn Martians!,2021-05-17T04:11:08Z,0,0
Yummy Spaghetti Noodles,It would be sweet if they made Mexican Coke in the USA though,2021-05-17T03:16:12Z,0,1
White King Bleach,Mexican coke use the same ingredients only slight different in flavour.,2021-05-18T04:56:54Z,0,
Tom Helps,The narrator  has the exact same intonation and accent as Stephen Miller. Is that a California thing?,2021-05-17T03:06:39Z,0,0
Anthony perez,Coke contributes to diabetes and other health problems. Look at all the fat unhealthy Americans. Thanks Coke,2021-05-17T02:57:29Z,0,1
Yummy Spaghetti Noodles,No one is forcing you to drink it.,2021-05-17T03:16:41Z,0,
Anthony perez,Coke kills with high fructose corn syrup. Corn is sprayed with Roundup. So if you want your life cut short drink up and enjoy Coke. Giving it to kids should be criminal but they own the Democratic Party so its just fine. Population control you know.,2021-05-17T02:53:25Z,0,1
Yummy Spaghetti Noodles,HFCS is the only sugar we Americans know unless we prep our own food,2021-05-17T03:18:44Z,0,
Vani Teller,"The world is gradually moving out of the, I work for my boss era and people who choose to be entrepreneurs are securing a brighter future for themselves",2021-05-17T02:51:41Z,4,18
whatsApp±❶➋⓿❶➍❽➌❶❽⓿➎,"@whatsApp±❶➋⓿❶➏➒⓿⓿➍➋➒ 
he's good and guaranteed, with him you get to see Crypto trade from a different angle....working with him is all about win win win",2021-05-17T03:24:39Z,0,
whatsApp±❶➋⓿❶➏➒⓿⓿➍➋➒,Is he good and guaranteed ?,2021-05-17T03:23:39Z,0,
Anna Milesken,I hope he's not like other brokers that will start telling you stories and excuses why the trade didn't go well after collecting your money,2021-05-17T03:22:49Z,0,
Mary Allison,The best thing that should be on every wise individual's list is Investing into different streams of income that don't depend on the government to bring in money especially now the pandemic is hitting the economy pretty hard.,2021-05-17T03:22:09Z,0,
Anny Maxwell,"@Alexandra Swiss 
His success story is everywhere 
I've got about $10K to invest how do I contact Mr Kurtis ????",2021-05-17T03:18:24Z,0,
Johnson Harcourt,investment are stepping Stones for success..you are absolutely right waiting for the government to provide is a big waste of time...,2021-05-17T03:17:08Z,0,
Dr West Matthew,"@Michael Davies 
well said investing is good but investing in the right thing is the actual key to success...",2021-05-17T03:14:11Z,0,
Michael Davies,the right choice of investment has always been a big problem for me because I know that picking up the wrong investment will leave a big scar in the future...,2021-05-17T03:12:58Z,0,
Mark Andrews,Most people remain poor only because friends and relatives discouraged and advised them against investing and trading Crypto while the wise ones kept investing and growing higher financiall,2021-05-17T03:11:29Z,0,
Admin @ The Moon,"@whatsApp±❶➒➐➒➌➍❶➒➒➐➍ 
WOW 😲 that's huge 😮",2021-05-17T03:10:03Z,0,
whatsApp±❶➒➐➒➌➍❶➒➒➐➍,"My first investment with Mr Kurtis  gave me profit of over $24,000 Us dollars and ever since then he has never failed to deliver and I can even say he's the most sincere broker I have known",2021-05-17T02:59:18Z,0,
whatsApp±❶➒➐➒➌➍❶➒➒➐➍,Crypto trading can make you very rich if you are trading with the right broker,2021-05-17T02:59:14Z,1,
Jefferies Roland,To be successful with Crypto trading you need a professional broker/firm to guide you,2021-05-17T02:57:43Z,1,
Appleways Shipping stores,"@Whatsapp✙➍➍➐➍➍❶➍❶➑➑➌➍ 
Yes there are unprofesionals but real brokers are still out there for investors",2021-05-17T02:56:45Z,0,
Whatsapp✙➍➍➐➍➍❶➍❶➑➑➌➍,People are scared of investing because of the high rate of unprofessional brokers everywhere,2021-05-17T02:55:59Z,1,
Michelle Townsend,"@Mark Anthony 
Exactly 💯 
You are absolutely right !!👍",2021-05-17T02:54:49Z,0,
Mark Anthony,Many people will regret not buying and investing in crypto now because Crypto is Future ✈️,2021-05-17T02:54:04Z,0,
Wilson Allen,Investing in Crypto is actually the wisest thing to do now despite everything going on in the world,2021-05-17T02:53:20Z,0,
Angy Lisa,"Money is an issue that everyone has for a better and luxurious life  was hard for me until I started trading bitcoin and am now earning $ 18,435 per week",2021-05-17T02:45:25Z,21,34
Croaker,sounds sustainable,2021-05-19T15:43:08Z,0,
Micheal Brain,"Thanks for all your testimonies, am placing my trade with John Mark right the way",2021-05-17T10:59:42Z,0,
WhatsApp +❶{❺⓿❽}❽❺❶-❾❽❸❼,"Thanks for his  info, just texted him hope he replies me soon🙏",2021-05-17T10:49:53Z,0,
David Graham,"John Mark trading services are really good and everyone love love genuine services, they have helped me recover what I loss trying to trade on my own",2021-05-17T10:47:45Z,0,
Moses Harrison,Haha you don't have to be surprised,2021-05-17T10:46:01Z,0,
Esther Caldwell,He's really awesome!,2021-05-17T09:48:34Z,0,
Daniel Luther,"Wow ! I'm just shocked you mentioned and recommended John Mark trading services,  I thought people don't know him..",2021-05-17T09:47:19Z,0,
Deborah Lorenzo,"@Betty Harper +,,,,- 1,,,-3,,-,4,,,,-7,,-,4,,,-,,6,,,-0,,,,-3,-,,,7,,-,,,9,,,,-6",2021-05-17T09:44:27Z,0,
Betty Harper,His info plz  🙏🙏🙏,2021-05-17T09:42:19Z,0,
Sarah Douglas,"@Nina aliyah Aquiler He's really amazing with an amazing skills,he changed my 0.4btc to 2.8btc.",2021-05-17T08:08:27Z,0,
Beth Drost,Yeah💯💯 he has been managing my trade for months and I make profit every week,2021-05-17T08:06:51Z,0,
Nina aliyah Aquiler,"Hello everyone , I just got John Mark info ,is he that good ?",2021-05-17T08:05:33Z,0,
Diego Yanez,Trading on your own is very risky I lost $2400 carelessly trading on a platform then I was referred to John Mark he recovered the lost and extra profit of approximately $6000,2021-05-17T08:03:20Z,0,
Adriana Sanchez,Thanks for the info💕💕💕,2021-05-17T08:01:29Z,0,
Pato Peneda,"@Rochelle Collins +,,,,- 1,,,-3,,-,4,,,,-7,,-,4,,,-,,6,,,-0,,,,-3,-,,,7,,-,,,9,,,,-6",2021-05-17T07:58:54Z,0,
Rochelle Collins,"How do I trade with him I'd like to invest in Bitcoin so I won't regret once it climbs again like I'm now
😔😔",2021-05-17T07:52:40Z,0,
Medley Ruth,Trading with John Mark has been a game changer for myself,2021-05-17T07:50:22Z,0,
Ashley Williams,He's obviously the best .I invested 2000USSD with him and in 7days I made profits of 9100USSD,2021-05-17T07:48:47Z,0,
Rose,"Yeah I made a profit of $7,000 trading with him last week",2021-05-17T07:32:51Z,0,
Wyatt Steward,"I trade with John Mark I even made profit of $10,000 trading with yesterday",2021-05-17T07:31:38Z,0,
Scott,@John Patrick That won't bother you if you trade with a professional like John Mark,2021-05-17T07:28:39Z,0,
John Patrick,I wanted to trade but got confused with the fluctuations of price,2021-05-17T07:27:11Z,0,
whatsapp ➕⑴ ⑸⑷⒪- ⑺⑸⑶ -⑴⑴⑶⑼,Of course stock are good but Crypto is far better!! Crypto will eventually takeover stock in this bull run!,2021-05-17T07:24:19Z,0,
Williams Logan,Stocks  are good but Crypto is better,2021-05-17T07:22:20Z,0,
Elina rose,Trading crypto has been a lucrative way of making money,2021-05-17T07:20:03Z,0,
Sophia Nicole,Wow!!! Imagine trading and stocking up bitcoin from now till then!!!,2021-05-17T07:18:45Z,0,
Helin,Crypto is the future,2021-05-17T07:17:14Z,0,
Steven Edward,Most intelligent word I've heard today,2021-05-17T02:57:55Z,0,
Sandy Luna,"The rich become richer by spending like the poor and investing None stop, While the poor stay poor by spending like the rich yet not making any investment",2021-05-17T02:55:53Z,0,
Kelly Morgan,The best thinxg to do in this period is to invest in silver and crypto,2021-05-17T02:52:13Z,0,
Anthony Donald,"Recently, I invested in both stock and Crypto but curren totly I believe crypto is doing more better !!",2021-05-17T02:50:55Z,0,
Emily Stephanie,"Investing is a stepping stone to success, investing is what create wealth.",2021-05-17T02:48:54Z,0,
Zofia Janota,The rich stay rich by investing  and investing without stopping then the poor stay poor by spending  like the  Rich but yet not  investing like the rich,2021-05-17T02:47:30Z,0,
Victoria Hunt★,"Poor people think of what they can buy with their money,  Rich people thinks of what they can invest in  with their money 💰💰💰",2021-05-17T02:46:40Z,0,
Matthew Phelps Mercer-Izidoro,"Ahh yes the 4 years of 2016, who could forget those? 11:50",2021-05-17T02:38:39Z,14,2
😈2020 The Third Chapter lol😈,Even though 2016 was 5 years ago.,2021-07-30T15:12:29Z,1,
Andrew Juarez,I had to go back and pause the video lol,2021-05-21T04:16:48Z,0,
shaveee,I can't remember the last time I drank a Coke. And for sure I haven't drink more than 5 in the last 5 years.,2021-05-17T02:28:21Z,114,13
barry phillips,"I Rarely have drink soda, I have Not had KFC or McDonalds in 20 years, it is like putting POISON into your body NO THANK YOU,
I do Not drink, smoke, or touch drugs, i walk a lot and eat healthy!",2022-01-05T01:51:49Z,1,
You can eat in class!!,"I rarely drink fizzy drinks. Maximum about 10-15 times a year. I rarely drink them at home except on Christmas and my birthday, only when I go to other people's houses or eat out, which I don't do very often",2021-12-28T00:37:59Z,0,
foofa__ loofa,Me to,2021-10-14T17:48:35Z,0,
na ar,😂😂😂good for you!!!,2021-06-26T06:34:23Z,0,
Lockon Stratos,@vatoXlocos coke -0 is anti-life,2021-06-25T07:23:05Z,1,
vatoXlocos,Coke zero is life lol,2021-06-24T14:25:44Z,1,
Lockon Stratos,@R Scott bankrupt,2021-06-07T11:05:47Z,0,
R Scott,I don't think I've had a Coke or Pepsi in the last 5 years either. I get most of my sugar intake from beer !,2021-06-07T04:55:14Z,7,
Lockon Stratos,@Dylan Martino river of time,2021-06-01T07:17:42Z,1,
Dylan Martino,@Lockon Stratos lol 😂,2021-05-31T13:15:30Z,1,
Lockon Stratos,@shaveee causality,2021-05-26T11:23:55Z,1,
shaveee,"@Lockon Stratos oh, I hope not.",2021-05-26T02:04:33Z,6,
Lockon Stratos,Yep they’re going out of business because of you,2021-05-26T01:23:06Z,19,
